voted_up,playtime_recorded,playtime_last_2W,has_engagement,cluster
1,0.859671198125704,0.8235770042148698,1,1
0,0.49229119095677076,0.6083229296721304,0,0
1,0.054613941978275876,0.2507557817854352,0,2
0,0.8166078494726464,0.689314107285609,0,0
0,0.7637093715914345,0.811471441362345,0,0
1,0.6906517949167624,0.7601827321112907,0,2
1,0.4224846103155754,0.6632192188179808,0,2
1,0.07219570427363117,0.2732735434345284,0,2
1,0.0402485961997788,0.23235743087993693,0,2
1,0.6806496395539126,0.6713507206313941,0,2
1,0.7262674399107203,0.7867537963178359,1,1
1,0.5750625937441313,0.6304996913103132,0,2
1,0.6895085565935716,0.6886581252352433,0,2
1,0.7306710119921114,0.6285286999404749,0,2
1,0.8506475127139571,0.6279298165799719,0,2
1,0.556551446580062,0.7774135207783139,0,2
0,0.8711965209113385,0.7212712852041167,1,3
1,0.8076576770831859,0.8192509305432061,0,2
1,0.6331182806618267,0.8508713706676176,0,2
1,0.7064939894864278,0.6953420471741925,0,2
0,0.7371459189171408,0.8519209477140437,1,3
1,0.7804834107155689,0.8253757299123627,1,1
1,0.7727640753343169,0.4114706238937368,0,2
1,0.3431020545652985,0.6202356125727893,1,1
1,0.7207268551648144,0.4904112027267638,1,1
0,0.8681305809549996,0.8270316651247319,1,3
1,0.8025247337540515,0.06994655641028122,0,2
1,0.811427259609131,0.9221173525378075,0,2
0,0.940306165320078,0.8006479030357698,1,3
0,0.7093018538149649,0.6924259274347493,1,3
1,0.5201905966891244,0.5509352369194447,1,1
1,0.7678977350626792,0.7370421412607262,0,2
1,0.7334721121536948,0.7635803908778864,0,2
1,0.8795736307782537,0.8161053014647173,1,1
1,0.6223988982906045,0.7300848141233125,0,2
1,0.6464241422167173,0.0,0,2
1,0.7239335365115915,0.7706364930927212,0,2
1,0.7776174485377091,0.8736393971284936,0,2
1,0.32082791555904544,0.5478836832313025,0,2
1,0.8652382320137243,0.824466098513104,0,2
0,0.7081946221406001,0.6126075541427174,0,0
1,0.7726577857995846,0.0,0,2
1,0.8073848183059125,0.6549889728799899,0,2
1,0.7301564872841987,0.0,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5060104243525106,0.8081365831503986,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5060104243525106,0.8081365831503986,0,2
1,0.5060104243525106,0.8081365831503986,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5060317625417421,0.8081365831503986,0,2
1,0.5055824425112129,0.8074629387925346,0,2
1,0.5060530949537461,0.8081365831503986,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060317625417421,0.6446796340894838,0,2
1,0.5060317625417421,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060317625417421,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060530949537461,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.5060744215916501,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.506095742458579,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.5050873721609836,0.6446796340894838,0,2
1,0.5050873721609836,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061170575576556,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061383668919991,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061596704647273,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5061809682789551,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062022603377944,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062235466443552,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062448272017446,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062873710814259,0.6446796340894838,0,2
1,0.5062873710814259,0.6446796340894838,0,2
1,0.5062873710814259,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062873710814259,0.6446796340894838,0,2
1,0.5062873710814259,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062661020130674,0.6446796340894838,0,2
1,0.5062873710814259,0.6446796340894838,0,2
1,0.5062873710814259,0.7129157842974835,0,2
1,0.5062873710814259,0.7129157842974835,0,2
1,0.5062873710814259,0.7129157842974835,0,2
1,0.5062873710814259,0.7129157842974835,0,2
1,0.5062873710814259,0.7129157842974835,0,2
1,0.5050873721609836,0.7129157842974835,0,2
1,0.5050657766385089,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5062873710814259,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5062873710814259,0.7129157842974835,1,1
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5062873710814259,0.7129157842974835,0,2
1,0.5062873710814259,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063086344099198,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063298920016459,0.7129157842974835,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063298920016459,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063298920016459,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063298920016459,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063298920016459,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063511438596994,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.5063723899871722,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.506393630387154,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.5064148650627321,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506457317253013,0.6446796340894838,0,2
1,0.506436094016991,0.6446796340894838,0,2
1,0.5064785347738779,0.6446796340894838,0,2
1,0.5064785347738779,0.6446796340894838,0,2
1,0.5064785347738779,0.6446796340894838,0,2
1,0.5051305454569984,0.6446796340894838,0,2
